小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
宝钢三村,2室1厅,49.11,宝山,高区/6层,朝南北,230,46833,1981年建
呼玛二村,2室1厅,53.29,宝山,中区/6层,朝南,285,53480,1990年建
宝钢三村,2室1厅,82.71,宝山,高区/6层,朝南北,350,42316,1994年建
聚丰景都,3室2厅,134.52,宝山,高区/16层,朝南北,560,41629,2008年建
通河六村,2室1厅,58.78,宝山,低区/6层,朝南北,320,54440,1994年建
宝林二村,2室1厅,56.72,宝山,高区/6层,朝南,265,46720,1990年建
春雷路354弄,2室1厅,61.63,宝山,中区/6层,朝南,235,38130,1995年建
呼玛二村,2室1厅,58.29,宝山,中区/6层,朝南北,290,49751,1988年建
新梅淞南苑,3室1厅,113.45,宝山,低区/14层,朝南北,575,50683,2008年建
杨泰三村,2室1厅,74.86,宝山,中区/6层,,288,38471,1995年建
殷高小区,2室1厅,64.99,宝山,中区/6层,朝南北,338,52008,1994年建
祁连四村,2室1厅,83.38,宝山,低区/6层,朝南,380,45574,
新梅绿岛苑,2室2厅,91.23,宝山,中区/18层,朝南北,530,58094,2007年建
宝宸共和家园,2室2厅,96.96,宝山,高区/22层,朝南,550,56724,2007年建
淞南五村,1室1厅,42.87,宝山,中区/6层,朝南,210,48985,1996年建
共富二村,2室2厅,88.95,宝山,中区/6层,朝南北,375,42158,2000年建
柏丽华庭,3室2厅,131.79,宝山,低区/18层,朝南北,560,42491,2007年建
铂金华府,2室2厅,87.43,宝山,中区/12层,朝南北,615,70341,
洛场路300弄,2室1厅,69.8,宝山,低区/6层,朝南,325,46561,1994年建
美岸栖庭（公寓）,2室2厅,100.57,宝山,中区/11层,朝,660,65625,2005年建
高境欣苑,3室2厅,131.82,宝山,中区/11层,朝南北,770,58412,2002年建
海滨八村,1室1厅,41.82,宝山,低区/6层,朝南,180,43041,1986年建
梧桐城邦（公寓）,3室2厅,157,宝山,低区/6层,朝南北,630,40127,2008年建
采菊苑,2室1厅,76.92,宝山,低区/11层,朝南北,360,46801,2008年建
宝钢二村,2室1厅,50.28,宝山,高区/6层,朝南,210,41766,1982年建
好家园,1室1厅,65.86,宝山,高区/18层,,450,68326,2009年建
菊泉新城（菊盛路50弄）,2室2厅,82.84,宝山,高区/5层,朝南北,320,38628,2005年建
经纬城市绿洲,2室2厅,86.43,宝山,中区/14层,朝南北,500,57850,2009年建
呼玛二村,1室1厅,42.35,宝山,中区/6层,朝南,210,49586,1988年建
逸居苑,2室2厅,78.03,宝山,低区/6层,朝南北,450,57670,2008年建
乾溪三村,2室1厅,61.21,宝山,中区/6层,朝南,285,46561,1996年建
通河二村,2室1厅,66.48,宝山,低区/13层,朝南,340,51143,1992年建
高境一村,1室1厅,42.99,宝山,低区/7层,,250,58153,1995年建
经纬城市绿洲,2室2厅,102.84,宝山,中区/13层,朝南北,560,54453,2005年建
宝宸共和家园,2室2厅,98,宝山,中区/18层,朝南,620,63265,2008年建
共富一村,2室1厅,69.66,宝山,中区/6层,朝南,322,46224,1997年建
宝钢二村,1室1厅,43.95,宝山,高区/5层,朝西南,180,40955,1992年建
共富四村,2室2厅,71.85,宝山,高区/6层,朝南北,308,42867,
文宝苑,1室1厅,55.33,宝山,低区/11层,朝,288,52051,2008年建
富辰花苑,3室1厅,123.08,宝山,中区/5层,,440,35749,2003年建
菊泉新城（菊盛路50弄）,2室2厅,74.87,宝山,低区/6层,朝南北,325,43408,2005年建
海滨六村,1室1厅,42.14,宝山,高区/6层,朝南,180,42714,1987年建
海滨四村,2室1厅,57.22,宝山,高区/6层,朝南北,220,38448,1989年建
宝钢七村,2室0厅,45.51,宝山,中区/5层,朝南,235,51637,1978年建
新梅淞南苑,2室1厅,76.43,宝山,中区/12层,朝南北,488,63849,2008年建
祁连四村,2室1厅,67.52,宝山,高区/6层,朝南,320,47393,1997年建
采菊苑,2室1厅,78.1,宝山,低区/10层,朝南北,390,49935,2008年建
古北菊翔苑（菊联路233弄）,2室2厅,73.16,宝山,中区/5层,朝南北,360,49207,2008年建
梧桐城邦（公寓）,3室2厅,89.56,宝山,中区/8层,朝南北,660,73693,2010年建
东方丽都,2室2厅,93.93,宝山,低区/6层,,405,43117,2006年建
美兰湖颐景园,4室2厅,174.8,宝山,低区/6层,朝南北,660,37757,2007年建
宝虹水岸景苑,2室1厅,78.85,宝山,低区/18层,朝南北,375,47558,2011年建
大华一村,2室1厅,83.21,宝山,低区/6层,朝南,480,57685,1995年建
北华苑,2室1厅,63.71,宝山,高区/6层,朝南北,350,54936,1997年建
好日子大家园,1室1厅,53.88,宝山,高区/6层,朝南,305,56607,2011年建
文华苑（宝山）,4室2厅,138.48,宝山,高区/6层,朝南北,650,46938,2000年建
聚丰景都,3室2厅,118.12,宝山,高区/6层,朝南北,600,50795,2008年建
玉华苑,2室1厅,73.81,宝山,高区/6层,朝南,450,60967,1999年建
月浦三村,2室1厅,67.16,宝山,低区/14层,朝南,220,32757,1993年建
富隆苑,2室2厅,96.79,宝山,中区/6层,朝南,450,46492,2004年建
丰水宝邸（西苑）,3室2厅,92.7,宝山,低区/14层,朝南北,352,37971,2006年建
聚丰景都,3室2厅,142.42,宝山,高区/20层,朝南北,600,42128,2009年建
保利叶上海（公寓）,2室2厅,78.65,宝山,低区/18层,朝南,420,53401,2010年建
乐业五村,2室1厅,56.26,宝山,高区/6层,朝南北,200,35549,1996年建
杨泰二村,2室1厅,73.86,宝山,高区/6层,朝南北,280,37909,1993年建
新普盛公寓,2室2厅,93.06,宝山,低区/6层,朝南北,488,52439,2002年建
通河六村,3室1厅,94.48,宝山,高区/6层,朝南北,398,42125,1996年建
锦秋花园（公寓）,3室2厅,126.83,宝山,低区/6层,朝南北,580,45730,2007年建
经纬城市绿洲,3室2厅,140.22,宝山,高区/9层,朝南,680,48495,2005年建
呼玛三村,1室1厅,41.26,宝山,高区/6层,朝南,210,50896,1994年建
共富一村,1室2厅,60.01,宝山,中区/6层,朝南北,280,46658,1997年建
住友宝莲,2室2厅,102.97,宝山,低区/11层,朝南北,630,61182,2003年建
国权北路413弄,3室2厅,96.47,宝山,高区/6层,朝南,550,57012,1998年建
锦秋花园（公寓）,3室2厅,131.15,宝山,中区/6层,朝南北,580,44224,2007年建
富锦路1659弄,2室1厅,74.18,宝山,高区/6层,朝南,290,39094,1999年建
复星新苑,2室2厅,94.3,宝山,高区/6层,朝南北,565,59915,2000年建
古北菊翔苑（菊联路233弄）,3室2厅,93.28,宝山,低区/8层,朝南北,395,42345,2008年建
好旺花苑,2室2厅,71.74,宝山,中区/6层,朝南北,510,71090,1996年建
文华苑（宝山）,4室2厅,129.67,宝山,中区/6层,朝南,700,53983,1999年建
高境一村,1室1厅,45.52,宝山,高区/6层,朝南,230,50527,1995年建
大华一村,2室1厅,86.43,宝山,高区/6层,朝南北,455,52643,1995年建
星福家园,3室2厅,129.11,宝山,中区/11层,朝南北,560,43373,
中环1号（一期）,3室2厅,116.53,宝山,中区/13层,朝西,638,54749,2008年建
盛达家园,2室2厅,100.48,宝山,中区/14层,朝南北,500,49761,2006年建
万科四季花城（公寓）,2室2厅,94.11,宝山,中区/5层,朝南北,425,45159,2004年建
月浦九村,2室1厅,45.65,宝山,高区/6层,朝南,160,35049,1988年建
文华苑（宝山）,4室2厅,153,宝山,中区/10层,,750,49019,1999年建
怡华苑,2室2厅,98.4,宝山,高区/6层,朝南北,510,51829,1998年建
天馨花园（公寓）,4室1厅,144.7,宝山,高区/6层,朝,480,33172,1998年建
中环1号（一期）,5室2厅,176,宝山,低区/13层,朝南北,630,35795,2008年建
宝钢四村,2室1厅,60.97,宝山,中区/6层,朝南北,300,49204,1995年建
铂金华府,4室2厅,170.35,宝山,低区/13层,朝南北,790,46375,
天馨花园（公寓）,2室2厅,91.44,宝山,中区/5层,朝南北,390,42650,2001年建
保利叶上海（公寓）,3室2厅,84.62,宝山,中区/24层,朝南,460,54360,2012年建
淞南十村,2室1厅,60.42,宝山,高区/6层,朝南,277,45845,1994年建
上大阳光乾和园,2室2厅,94.71,宝山,中区/13层,朝南,450,47513,2008年建
呼玛三村,1室1厅,41.04,宝山,低区/6层,朝南北,205,49951,1994年建
通河八村,1室1厅,33.4,宝山,低区/7层,朝南,200,59880,1994年建
荣域飘鹰锦和花园（公寓）,2室2厅,89,宝山,高区/18层,朝南北,430,48314,2011年建
呼玛三村,1室1厅,40.68,宝山,中区/6层,朝南北,240,58997,1994年建
保利叶语（公寓）,2室2厅,89.59,宝山,低区/21层,朝南,490,54693,2012年建
中梁英伦印象（公寓）,3室2厅,88.33,宝山,中区/18层,朝南,445,50379,2012年建
华鹏花苑,2室1厅,61.29,宝山,中区/6层,朝南,365,59552,1997年建
罗南二村,2室1厅,69.63,宝山,高区/6层,朝南,220,31595,1996年建
华浜二村,2室2厅,85.89,宝山,中区/6层,朝南北,400,46571,1999年建
高境一村,2室1厅,73.24,宝山,高区/6层,朝南,350,47788,1995年建
共康五村,1室1厅,44.81,宝山,低区/6层,朝南,245,54675,
上置美兰优湖,1室1厅,51.95,宝山,中区/16层,,96,18479,2013年建
乾溪新村,1室2厅,58,宝山,低区/6层,朝南,295,50862,1994年建
上置美兰优湖,1室1厅,52,宝山,中区/16层,,105,20192,2013年建
新梅绿岛苑,3室2厅,105.05,宝山,中区/14层,朝南北,620,59019,2007年建
宝启公寓,1室1厅,45.78,宝山,高区/6层,朝南,225,49148,2000年建
菊泉新城（菊盛路50弄）,3室2厅,103.96,宝山,中区/14层,朝南北,445,42804,2005年建
葑润华庭,1室1厅,44.37,宝山,中区/6层,朝南,245,55217,2008年建
呼玛二村,1室1厅,42.22,宝山,低区/6层,朝南,210,49739,1990年建
馨佳园（韶山路418弄）,2室1厅,78.4,宝山,高区/11层,朝南北,350,44642,2009年建
梧桐城邦（公寓）,1室2厅,68.51,宝山,高区/10层,朝南,530,77360,2011年建
保利叶语（公寓）,4室2厅,124.98,宝山,中区/18层,朝东,690,55208,2013年建
宝钢九村,2室0厅,50.76,宝山,中区/13层,朝西北,203,39992,1988年建
馨佳园（韶山路418弄）,1室1厅,53.79,宝山,中区/11层,朝南,260,48336,2010年建
枫庭丽苑,2室2厅,100.58,宝山,中区/11层,朝南北,610,60648,
远洋7号,3室2厅,102.34,宝山,高区/12层,朝南北,430,42016,2013年建
吉浦路615弄,2室1厅,62.79,宝山,高区/6层,朝南北,330,52556,1996年建
共康五村,2室1厅,71.19,宝山,低区/6层,朝南,360,50568,1994年建
星福家园,3室2厅,101,宝山,高区/5层,朝南,480,47524,2005年建
共和小区,4室2厅,141.83,宝山,高区/6层,朝南北,570,40188,2001年建
锦秋花园（别墅）,3室2厅,205.32,宝山,地上3层,(进门) 南,900,43834,2007年建
长宏新苑,3室1厅,148.54,宝山,高区/6层,朝南北,675,45442,2002年建
乾溪新村,1室0厅,29.39,宝山,低区/6层,朝南,160,54440,1994年建
通河八村,3室2厅,135.36,宝山,高区/6层,朝南,550,40632,2002年建
共富二村,2室1厅,77.83,宝山,低区/6层,朝南北,370,47539,1996年建
和欣国际花园,3室2厅,123.58,宝山,低区/17层,朝南北,900,72827,2010年建
大华二村,2室1厅,65.93,宝山,高区/6层,朝南北,335,50811,1995年建
艺康苑,3室1厅,117.46,宝山,中区/6层,朝南北,660,56189,2000年建
三湘海尚城（公寓）,3室2厅,116.76,宝山,高区/18层,朝南北,710,60808,2012年建
中环1号（一期）,4室2厅,136.77,宝山,低区/14层,朝南北,805,58857,2011年建
馨佳园（菊盛路851弄）,1室1厅,53.07,宝山,中区/18层,朝南,260,48991,2011年建
春江美庐（公寓）,2室1厅,82.69,宝山,中区/18层,朝南北,420,50792,2012年建
铂金华府,2室2厅,84.21,宝山,中区/11层,朝西,570,67687,
保利叶上海（公寓）,2室1厅,81.64,宝山,中区/28层,朝南,405,49608,2010年建
圣卡洛铂庭,1室2厅,78.23,宝山,低区/12层,朝南北,325,41544,2007年建
祁连欣苑,3室2厅,123.15,宝山,中区/9层,朝南北,550,44660,2006年建
民悦苑,2室1厅,73.96,宝山,高区/6层,朝南,400,54083,
梧桐城邦（公寓）,3室2厅,121.34,宝山,高区/14层,朝南北,810,66754,2008年建
绿地摩登公馆,1室1厅,57.22,宝山,中区/15层,朝南,130,22719,2013年建
梧桐城邦（公寓）,2室2厅,95.63,宝山,中区/14层,朝南北,575,60127,2006年建
宝林一村,2室1厅,53.97,宝山,中区/6层,朝南北,275,50954,1992年建
淞南六村,1室1厅,44.15,宝山,高区/6层,朝南北,215,48697,1995年建
盘古路927弄,2室0厅,36.23,宝山,中区/6层,,148,40850,1993年建
春雷路354弄,4室1厅,58.5,宝山,低区/6层,朝南北,245,41880,1995年建
高境二村,1室1厅,46.05,宝山,中区/6层,朝南北,255,55374,1995年建
高境二村,2室2厅,73.68,宝山,高区/6层,朝南,360,48859,1995年建
宝宸共和家园,2室2厅,98.81,宝山,中区/18层,朝南北,660,66794,2008年建
宝钢二村,2室0厅,46.12,宝山,中区/6层,朝南,238,51604,1982年建
淞南三村,1室1厅,42.63,宝山,高区/6层,朝南,199,46680,1995年建
共富四村,3室2厅,120.12,宝山,低区/6层,朝南北,493,41042,
逸仙路1321弄,2室1厅,68.15,宝山,中区/6层,朝南北,390,57226,1994年建
柏丽华庭,3室2厅,125.03,宝山,低区/18层,朝南北,580,46388,2007年建
住嘉新苑,2室2厅,101.92,宝山,低区/16层,朝南,580,56907,2005年建
大华二村,2室1厅,61.67,宝山,低区/6层,朝南,370,59996,
共富四村,2室2厅,88.91,宝山,高区/6层,朝南北,390,43864,
宝宸共和家园,3室2厅,129.66,宝山,中区/8层,朝南北,910,70183,2007年建
中环1号（二期）,2室2厅,76.57,宝山,中区/14层,朝南,495,64646,2013年建
大华一村,2室1厅,70.86,宝山,高区/6层,朝南北,355,50098,1994年建
三门路505弄,2室2厅,87.06,宝山,高区/6层,朝南北,410,47093,1998年建
高境欣苑,3室2厅,122.95,宝山,低区/6层,朝南北,670,54493,2000年建
通河二村,2室1厅,66.48,宝山,低区/13层,朝南,300,45126,1992年建
共富三村,3室2厅,114.95,宝山,高区/6层,朝南北,475,41322,2001年建
乾溪新村,2室1厅,77.21,宝山,中区/4层,朝南北,400,51806,2000年建
共富一村,1室1厅,46.86,宝山,低区/6层,朝南,220,46948,1997年建
海滨二村（宝山）,2室0厅,49.19,宝山,低区/6层,朝南,210,42691,1981年建
逸仙二村,1室1厅,45.65,宝山,中区/6层,朝南,235,51478,1995年建
新梅淞南苑,2室1厅,75.03,宝山,中区/14层,朝北,495,65973,2008年建
通河一村,2室1厅,76.52,宝山,低区/13层,朝东南,398,52012,1992年建
冶金小区（宝山区）,2室1厅,69.77,宝山,中区/6层,朝南,393,56327,1997年建
经纬城市绿洲,3室2厅,117.82,宝山,低区/17层,朝南北,610,51773,2010年建
共富二村,3室2厅,122.99,宝山,低区/11层,朝南,480,39027,2006年建
大华一村,3室2厅,120.95,宝山,高区/6层,朝南北,600,49607,1996年建
富锦苑,2室2厅,98.78,宝山,低区/6层,朝南北,316,31990,2001年建
华浜新村,2室1厅,51.44,宝山,高区/5层,朝南北,217,42185,1985年建
高境二村,2室1厅,73.68,宝山,高区/6层,朝南,375,50895,1996年建
大华公园世家康华苑,3室2厅,127.87,宝山,中区/8层,朝南北,730,57089,
盛达家园,2室2厅,91.43,宝山,高区/14层,朝南北,485,53046,
菊泉新城（菊泉街39弄）,2室2厅,82.66,宝山,低区/14层,朝南,340,41132,2005年建
锦龙苑,3室2厅,115.7,宝山,中区/6层,朝南北,520,44943,
三花现代城,2室2厅,96.13,宝山,中区/16层,朝南,605,62935,2009年建
聚丰景都,3室2厅,118.12,宝山,低区/6层,朝南北,550,46562,2008年建
康泰新城,3室2厅,125.78,宝山,高区/6层,朝南北,610,48497,2003年建
成事高邸,3室2厅,121.74,宝山,高区/6层,朝南北,630,51749,2006年建
美岸栖庭（别墅）,3室2厅,214.52,宝山,地上3层,(进门) 南北,1500,69923,2009年建
淞南四村,2室1厅,53.4,宝山,高区/6层,朝西南,245,45880,1996年建
吉浦路615弄,2室1厅,58.45,宝山,高区/6层,,295,50470,1996年建
民悦苑,3室2厅,102.4,宝山,高区/6层,,600,58593,
海滨新村,1室1厅,43.68,宝山,高区/5层,朝南,170,38919,
淞南九村,2室1厅,62.21,宝山,高区/6层,朝南北,320,51438,
淞南一村,1室1厅,41.27,宝山,低区/6层,朝南,226,54761,1994年建
锦华苑,3室2厅,123.9,宝山,中区/6层,朝南,730,58918,1999年建
美岸栖庭（公寓）,2室2厅,100.26,宝山,中区/11层,朝南北,700,69818,2005年建
逸仙路1321弄,2室1厅,55.08,宝山,高区/6层,朝南北,285,51742,1993年建
玉华苑,2室2厅,90.8,宝山,中区/6层,朝南北,590,64977,2001年建
民悦苑,2室1厅,68.61,宝山,高区/6层,朝南,412,60049,
美岸栖庭（公寓）,3室2厅,142.57,宝山,低区/11层,朝南北,750,52605,2005年建
淞南七村,2室1厅,67.23,宝山,低区/6层,朝南,330,49085,1994年建
共康六村,3室2厅,167.07,宝山,低区/6层,朝南北,880,52672,2001年建
璟都新园,3室2厅,143.4,宝山,中区/16层,朝南北,808,56345,2000年建
长宏新苑,2室1厅,78.87,宝山,高区/6层,朝南,420,53252,2000年建
共富一村,2室1厅,70.38,宝山,高区/6层,朝南北,315,44757,1997年建
大华二村,2室1厅,66.34,宝山,高区/6层,朝南北,350,52758,
宝林七村,1室0厅,37.57,宝山,低区/6层,朝南,175,46579,1992年建
呼玛一村,2室1厅,61,宝山,低区/6层,朝南,270,44262,1994年建
淞南十村,2室1厅,57.13,宝山,低区/6层,朝西南,257,44985,1994年建
三门路485弄,2室1厅,64.89,宝山,低区/6层,朝南北,390,60101,1996年建
三花现代城,2室2厅,92.71,宝山,低区/17层,朝南,560,60403,2010年建
锦龙苑,2室1厅,73.92,宝山,中区/6层,朝南,335,45319,2000年建
海尚明城,1室2厅,62.97,宝山,高区/18层,朝南,265,42083,2009年建
成亿宝盛家苑,2室1厅,73.49,宝山,高区/6层,朝南北,312,42454,2006年建
通河六村,2室0厅,50.63,宝山,高区/6层,朝南,251,49575,1994年建
淞南二村,2室1厅,53.4,宝山,中区/6层,朝西南,275,51498,1994年建
好旺花苑,2室1厅,64.58,宝山,中区/6层,朝南,476,73707,1996年建
嘉骏香山苑,1室1厅,60.17,宝山,中区/6层,朝南,355,58999,2006年建
大华公园世家康华苑,3室2厅,127.19,宝山,低区/11层,朝南北,760,59753,
康桥水都（公寓）,2室2厅,95.78,宝山,低区/6层,朝南北,410,42806,2005年建
绿洲花园,3室2厅,115.38,宝山,低区/12层,朝南北,399,34581,2006年建
淞南七村,2室1厅,65,宝山,低区/6层,朝南,308,47384,1995年建
水岸蓝桥（公寓）,3室2厅,137.61,宝山,中区/10层,朝南北,840,61042,
水岸蓝桥（公寓）,3室2厅,120.81,宝山,低区/8层,朝南北,720,59597,
聚丰景都,3室2厅,120.67,宝山,低区/11层,朝南北,540,44750,2008年建
枫庭丽苑,2室2厅,104.07,宝山,高区/11层,朝南,620,59575,
玉华苑,3室2厅,116.52,宝山,中区/6层,朝南北,650,55784,2000年建
