SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.595867011,46,0,0.336879433,15227,3,0,2,0,1
0,0,54,0,0,NA,1,0,0,0,NA
0,0.358856018,60,0,3800,NA,13,0,2,0,0
0,0.004958813,75,0,3,NA,1,0,0,0,1
0,0.399278209,53,0,0.380597015,4153,12,0,1,0,2
0,0.01620342,73,0,10,NA,7,0,0,0,0
0,0.02087686,50,0,0.183521073,7900,26,0,1,0,0
0,0.093935543,68,0,0.233612753,7276,14,0,1,0,0
0,0.396698851,30,0,1.548117155,2150,15,0,2,0,0
0,0.056805507,81,0,0.276778063,3500,6,0,2,0,0
0,0.117553096,82,0,0.124350595,5966,10,0,1,0,0
0,0.658613797,42,0,0.6248,4999,14,0,0,0,0
0,0.26664889,43,0,0.868756121,1020,6,0,0,0,0
0,0.568059043,50,0,0.614050398,9166,9,0,1,0,1
0,0.038719429,47,0,1873,NA,8,0,1,0,0
0,0.9999999,55,1,0.326849037,4934,2,0,1,1,2
0,0.017950602,73,0,3.412416851,450,11,0,1,0,0
0,0.321804881,81,1,0.429514097,5000,14,0,0,0,0
0,0.049051894,58,0,0.202415497,12750,9,0,2,0,1
0,0.000570259,59,0,1195,NA,11,0,1,0,0
0,0.253463961,61,1,0.437695679,4790,17,0,1,0,1
0,0.010994573,70,0,0.453454894,4167,12,0,2,0,0
0,0.073517389,47,0,35,NA,3,0,0,0,0
0,0.268245741,44,0,0.40412767,8333,12,0,2,0,2
0,0,38,0,0.092774342,27000,8,0,1,0,3
0,0.9999999,61,0,1210,NA,2,0,1,0,0
1,0.9999999,62,0,0.873772791,1425,8,1,1,0,1
0,0.170516344,34,0,0.77782826,2200,7,0,1,0,0
0,0.032273244,46,0,24,NA,2,0,0,0,0
0,0,66,0,0,10000,3,0,0,0,0
0,0.23675094,63,0,1796,NA,7,0,2,0,0
0,0.239166965,68,0,0.182084777,3750,5,0,0,0,0
0,0.026259974,78,0,2302,NA,8,0,2,0,0
0,0.135841666,42,0,0.323894853,11830,9,0,2,0,2
0,0.263088661,59,0,0.357339395,8358,6,0,2,0,2
0,0.9999999,22,0,0,820,1,0,0,0,0
0,0.027108374,72,0,0.221463089,6000,8,0,1,0,0
0,0,36,0,0.079417226,7000,3,0,0,0,0
0,0,71,0,0.401239669,2419,6,0,1,0,0
0,0.072358954,72,0,1471,NA,9,0,1,0,0
1,0.190952262,64,2,0.204799675,4916,13,0,1,0,0
0,0.687154637,54,2,0.542224603,5600,11,0,2,1,0
0,0.031932277,60,0,0.218371131,7010,28,0,1,0,0
0,0.236216752,45,0,0.476300928,9915,9,0,2,0,2
1,0.9999999,26,0,1.181699346,764,3,2,0,0,0
0,0.114889575,81,1,1443,NA,13,0,0,0,0
0,0.027703404,57,1,0.480207917,2500,10,0,1,0,0
0,0.598715177,47,0,3268,NA,11,0,2,0,2
0,0.012041033,60,0,0.206497969,3200,8,0,0,0,0
0,0.909942042,48,2,0.400789177,3547,8,2,1,0,1
0,0.9999999,37,0,0.028747604,12000,1,1,0,0,1
0,0.01395715,45,0,0.142800737,7597,14,0,2,0,0
0,0.376315592,64,0,2951,NA,9,0,2,0,1
0,0.996780645,50,0,0.279170861,21853,9,0,2,0,4
0,0.9999999,22,0,87,NA,0,0,0,0,0
0,0.106919284,59,0,57,NA,5,0,0,0,0
0,0.205433869,39,0,0.394883781,7700,14,0,2,0,2
0,0.149935484,34,0,0.473755965,4400,12,0,2,0,3
0,0.033357861,67,0,1690,NA,13,0,2,0,NA
0,0.001595711,76,0,2,NA,2,0,0,0,0
0,0.733375288,44,4,0.536641873,8200,11,0,2,0,2
0,0.837222777,50,1,1.862901936,6250,11,0,3,0,1
0,0.066403181,35,1,0.014027379,5916,2,0,0,0,0
0,0.061093761,56,0,0.440097646,15975,18,0,3,0,2
0,0.000258182,38,0,0.363981643,25275,29,0,3,0,2
0,0.812643822,55,1,0.436370627,2600,7,0,0,0,1
0,0.240889698,49,0,0.39247066,6560,11,0,1,0,1
0,0.9999999,80,0,0,NA,1,0,0,0,0
0,0.617006666,88,1,1252,NA,8,0,0,0,0
0,0.716657234,32,1,0.2020688,4156,8,0,0,0,3
0,0.964652223,37,0,0.120026379,4548,4,0,0,0,1
0,0.205643817,35,0,0.371541502,7083,3,0,1,0,1
0,0.9999999,21,0,56,NA,0,0,0,0,0
0,0.260711958,74,0,0.643340194,3400,18,0,2,0,0
0,0.262775568,74,0,454,NA,5,0,0,0,0
0,0.822202098,39,2,0.443371832,5800,14,2,1,0,1
0,0.02953351,33,1,0.51026393,3750,19,0,1,0,0
0,0.999951967,57,0,2280,NA,4,0,1,0,0
0,0.075808549,73,0,0.336165959,4000,15,0,1,0,0
0,0,46,0,0.479881177,3702,5,0,1,0,3
0,0.045071236,54,0,0.140202828,13508,7,0,1,0,1
0,0.259435713,55,0,0.137772446,10001,10,0,0,0,1
1,0.043153293,65,0,0.193548387,14166,16,0,2,0,0
1,0.71314741,55,1,866,NA,4,6,0,0,0
0,0.040162684,52,0,573,NA,3,0,0,0,NA
0,0.042073687,59,0,1379,NA,4,0,1,0,0
0,0.01748589,58,0,0.682560943,3732,14,0,1,0,1
0,0.409858244,53,0,0.927024325,3000,14,0,2,0,1
0,0.0471002,30,0,0.088026981,5929,5,0,0,0,1
0,0.207175217,67,0,0.118854673,3701,3,0,0,0,0
0,0.07967013,62,1,0.274080658,9000,29,0,1,0,0
0,0.024271957,78,0,0.00552191,5613,3,0,0,0,0
0,0.036027517,64,0,1424,NA,4,0,1,0,0
0,0.01579921,42,0,2059,NA,4,0,1,0,0
0,0,22,0,0,NA,2,0,0,0,NA
0,0.265894509,58,1,0.421175425,9000,10,0,2,0,1
0,0.322633868,40,0,0.328698641,6400,3,0,1,0,2
0,0.217738355,49,0,2119,NA,14,0,1,0,1
0,1.059850374,28,0,0.005466615,2560,2,0,0,1,3
0,0.322795341,55,1,23,NA,2,0,0,0,1
0,0.093953415,40,0,0.052471019,9833,6,0,0,1,2
0,0.592469043,62,0,0.737052211,9518,15,0,2,0,1
0,0.297576648,52,0,0.354828835,19600,16,0,4,0,2
0,0.158407089,38,0,0.233790648,25000,10,0,3,0,0
0,0.976673526,44,0,0.195294713,11858,6,0,0,0,6
0,0.992934275,29,0,0.201545103,4400,5,0,1,1,0
0,0.32208185,51,0,0.500626566,9575,6,0,2,0,3
0,0.027892569,63,0,0.684069441,7833,18,0,5,0,0
0,0.045909079,34,0,0.558007923,5300,10,0,1,0,1
0,0.003684096,82,0,6,NA,2,0,0,0,0
0,0.015249799,85,0,0.032901296,1002,9,0,0,0,0
1,0.9999999,37,2,0.373195113,2700,3,1,0,0,3
0,0.146162873,55,0,0.086813548,3040,6,0,0,0,1
0,0.174186625,33,0,0.345226615,10369,5,0,1,0,1
0,0.16669981,57,0,0.407932925,3100,6,0,1,0,0
0,0.662523928,53,0,5131,NA,9,0,2,0,0
0,0,52,0,0.767534689,5260,13,0,4,0,0
0,0.127201994,48,0,0.721142309,4166,8,0,2,0,1
0,0.795301175,27,0,0.098315127,5400,3,0,0,0,3
1,0.517741129,62,1,0.130744088,5200,3,0,0,0,0
0,0.000794851,54,0,0.114221445,4000,10,0,0,0,1
0,0.778959395,29,0,0.687366167,1400,11,0,0,0,0
0,0.442837144,66,0,0.796167247,3443,9,0,2,0,0
0,0.097012029,50,0,0.030957523,8333,6,0,0,0,0
0,0.147271094,45,0,0.611360239,6020,9,0,3,0,2
0,0,46,0,3370,NA,8,0,1,0,0
0,0.026349341,38,0,0.099127006,3550,11,0,0,0,0
0,0.572669837,62,5,0.317097317,10100,12,0,2,0,0
0,0.01833777,79,0,0.024650233,1500,5,0,0,0,0
0,0.231230731,44,0,0.079810726,3169,8,0,1,0,0
0,0.012541948,57,0,0.323419145,4000,7,0,1,0,0
0,0,41,0,0.160364781,18750,5,0,2,0,3
0,0.086287287,46,0,0.012102078,3800,6,0,0,0,0
0,0.016518341,52,0,0.003124349,4800,4,0,0,0,0
0,0.008838817,85,0,7.348452124,4166,9,0,1,0,0
0,0.095583035,54,0,3743,NA,8,0,2,0,0
0,0.03399864,29,0,3148,NA,6,0,1,0,1
0,0.428719813,43,0,0.031925185,3100,27,0,0,0,2
0,0.523008673,48,0,0.728451883,4779,8,0,2,0,0
0,0.810879275,48,0,0.133116883,7083,11,0,0,0,0
0,0.482634152,40,2,0.125398119,13500,11,0,1,0,2
0,0.686735949,43,0,0.345257662,10342,8,0,2,0,5
0,0.565886823,29,0,0.441162898,4333,8,0,1,0,0
0,0.116361141,52,1,0.181708421,6625,10,1,1,0,1
0,0.595526493,55,0,0.835332606,1833,11,0,1,0,0
0,0.038919619,43,0,4161,NA,7,0,1,0,0
0,0.9999999,33,0,0.446366782,2600,5,0,1,0,0
0,0.097131403,81,0,0.463717838,3458,15,0,1,0,0
0,0.006578601,75,0,0.001138952,3511,7,0,0,0,0
0,0.577204663,58,0,0.236588123,11500,7,0,2,1,7
0,0.507163565,41,0,3315,NA,9,0,2,0,2
0,0.005561491,73,0,0.000579173,8632,4,0,0,0,0
0,0.046203495,61,0,0.865615142,1584,6,0,2,0,0
0,0.073212427,52,0,1667,NA,8,0,1,0,1
0,0.009582535,36,0,0.140393239,2898,3,0,0,0,0
0,0.130158265,43,0,2628,NA,4,0,1,0,0
0,0.112560709,26,0,0.310725552,3169,6,0,0,0,0
0,0.230125662,45,0,0.143033997,10500,8,0,1,0,0
0,0.037622231,60,0,210,NA,4,0,1,0,0
1,0.022477318,45,0,1437,NA,8,0,1,0,2
0,0.617351287,32,0,0.75173233,5050,13,0,1,0,2
0,0.076417737,56,0,0.479122622,7567,13,0,3,0,2
0,0.024475025,70,0,21,NA,3,0,0,0,0
0,0.271954674,50,0,1734,NA,7,0,1,0,0
0,0.033864408,57,0,0.448063079,5833,13,0,2,0,0
0,0.135222114,30,1,0.165346772,4166,8,0,0,0,0
0,0.00202421,41,0,0.330946797,8100,6,0,2,0,2
0,0.571214393,43,0,0.401554404,2701,3,0,1,0,0
0,0.9999999,55,0,0,2770,2,0,0,0,0
1,1.097180564,49,3,0.257828505,6833,9,2,0,0,3
0,0.086391361,47,0,0.243832142,8673,11,0,1,0,0
0,0.419568765,39,0,0.451087517,9700,7,0,1,0,2
0,0.087916119,72,0,0.13521458,1700,12,0,0,0,0
0,0.006466203,54,0,0.172676188,8541,6,0,1,0,1
0,0.761243753,36,0,0.089485086,6000,6,0,0,0,1
0,0.436987784,64,0,0.289142172,5000,10,0,1,0,1
0,0.176827791,56,1,0.383160464,14750,20,0,2,0,2
0,0.9999999,41,0,0.173423014,5500,4,0,0,0,2
0,0.128402831,71,0,0.431691966,2700,18,0,1,0,0
0,0,46,0,1364,NA,9,0,1,0,3
0,0.636934523,43,0,0.539370526,8800,5,0,2,0,3
0,0.9999999,38,1,0.475363009,4200,2,3,1,0,2
0,0.521747825,36,0,0.290536642,3465,5,0,0,0,2
0,0.732175743,35,0,1.211788212,1000,12,0,0,0,1
0,0.9999999,78,0,0.125461255,12465,2,0,2,0,0
0,0.037354475,46,1,0.00665336,10520,7,0,0,0,1
0,0.076270964,78,0,0.090109304,3750,7,0,1,0,0
0,0.627712606,64,0,0.487323944,4969,8,0,2,0,0
1,0.9999999,56,0,0.016652789,1200,0,1,0,0,0
0,0.751636202,62,0,2641,NA,11,0,1,0,NA
0,0.035288396,59,0,0.725631769,830,17,0,0,0,0
0,0.673820618,45,0,0.458769758,5250,10,0,1,0,2
0,0,53,0,0.269859256,16767,15,0,2,0,0
0,0.054731081,26,1,945,NA,5,0,0,0,1
0,0.043273614,60,0,0.25809121,10875,12,0,1,0,1
0,0.267904921,67,0,0.3787793,8830,24,0,3,0,1
0,0.241630277,59,0,2200,NA,8,0,1,0,1
0,0,47,0,0.224177582,10000,5,0,1,0,2
0,0.059703931,62,0,718,NA,10,0,0,0,0
0,0.279030147,33,0,0.596565019,2852,6,0,1,0,0
0,0.9999999,34,0,0.075591319,4100,1,0,0,0,1
0,0.253170997,54,0,0.393468118,4500,10,0,2,0,0
0,0.44876895,40,0,0.165166967,5000,8,0,0,0,0
1,0.9999999,53,0,0.250128403,7787,1,0,1,1,1
0,0.352709819,51,0,0.336153846,9099,12,0,1,0,0
0,0.511816273,48,0,1619,NA,8,0,1,0,0
0,0.143285571,36,0,0.875062469,2000,8,0,1,0,1
0,0.18092044,38,0,0.595346301,5500,8,0,2,0,1
0,0.028482112,74,0,0.151987841,12500,10,0,1,0,0
0,0.851489188,40,1,0.443268665,1700,5,2,0,0,0
1,0.574322369,32,0,0.460269865,2000,8,0,0,0,1
0,0.144243533,65,0,0.593555992,12724,9,0,3,0,0
0,0.32521249,50,0,0.570905205,6550,12,0,3,0,1
0,0.176313743,37,0,0.068983269,3884,3,0,0,0,1
0,0.29609945,47,0,0.143599433,6350,4,0,0,0,4
1,0.851005275,62,0,0.40008726,4583,7,0,1,0,0
0,0.010851591,79,1,0.005387535,8166,16,0,0,0,0
0,0.208967025,50,0,5213,NA,10,0,3,0,1
0,0.03314955,26,0,1.341658342,1000,11,0,1,0,1
0,0.036083723,31,0,1948,NA,12,0,1,0,0
0,0.192194427,46,1,0.611997144,4200,9,0,1,0,2
0,0,29,1,0.236909651,3895,5,0,0,0,0
0,0.038540061,42,0,26,NA,3,0,0,0,0
0,0.686204699,48,1,0.614950022,2300,8,1,0,2,1
0,0.119792965,69,0,0.201042761,25700,16,0,2,0,0
0,0.014940379,86,0,0.00390439,10500,10,0,0,0,0
0,0.805707937,46,0,0.248669569,6200,18,0,0,1,3
0,0.084091399,72,0,0.34362502,6250,16,1,1,0,0
0,0.209508413,46,0,0.809814613,4584,9,0,1,0,0
1,0.0359964,36,0,0.037525908,9166,5,0,0,0,0
0,0.875312469,43,2,0.546964399,12583,13,0,4,1,2
0,0.9999999,55,0,0.13379737,3878,1,0,0,1,0
0,0.0027924,64,0,0.300628545,6522,8,0,2,0,0
1,0.756698193,47,4,0.650514374,10400,14,0,3,0,3
0,0.458393045,45,1,0.345661037,10301,4,0,1,0,3
0,0.38225696,48,0,0.410747761,4800,11,0,1,0,1
1,0.827725182,53,1,0.280543891,5000,5,1,0,1,0
0,0.263840425,59,1,1319,NA,14,0,0,0,0
0,0.465127351,47,1,0.119847544,7083,6,3,0,0,0
0,0.9999999,37,0,0,10660,1,0,0,0,4
0,0,61,0,0.000141163,7083,7,0,0,1,1
0,0.701086594,44,0,0.1538042,3666,6,0,0,0,0
0,0.858180929,41,0,0.320922262,12837,7,0,2,0,3
0,0.186762647,44,0,0.579385737,1920,5,0,1,0,4
0,0.82176775,41,0,0.378190801,8500,15,0,1,0,4
0,0.343393987,30,0,1702,NA,10,0,1,0,0
1,0.91692481,45,0,0.077991932,2230,4,0,0,0,2
0,1.003999733,36,0,0.588888889,5399,6,0,2,0,2
0,0.220620588,55,0,0.419464008,10932,18,0,2,0,0
1,0.9999999,24,0,0,1100,0,0,0,0,0
0,0.066157587,61,0,0.140467822,8250,5,0,1,0,0
1,0.467810012,48,0,0.457134202,3300,8,0,1,0,0
0,0.603339666,67,1,0.033671519,6800,6,0,1,0,0
0,0.293754864,47,0,1978,NA,12,0,1,0,2
0,0.853229105,52,1,0.796456473,7167,21,0,3,0,0
0,0.024997727,50,0,0.207652753,6611,6,0,1,0,3
0,0.02346753,51,0,0.485540878,2800,7,0,1,0,0
0,1.176043557,45,0,512,NA,4,2,0,0,NA
0,0.252289853,38,0,0.655536691,5300,31,0,2,0,1
0,0,67,0,0.429329641,8666,5,0,1,0,0
0,0.847263192,31,0,0.204318273,2500,12,0,0,0,0
0,0.008319834,44,0,0.002649592,4528,4,0,0,0,0
0,0.483562674,27,0,0.179309425,7500,10,0,0,0,0
0,0.946601335,60,0,1.226285714,2624,5,0,1,0,0
0,0.153605948,54,0,0.069329132,16500,10,0,2,0,3
0,0.9999999,61,0,4,NA,2,1,0,0,1
0,0.729740025,51,2,0.360662762,7000,13,0,0,0,1
0,0.9999999,31,0,49,NA,2,2,0,0,0
0,0.042153164,51,0,0.253804246,5322,6,0,1,0,0
0,0.245471687,41,2,0.519548045,10000,14,0,1,0,3
0,0.64706866,61,0,0.54276194,2700,9,0,2,0,0
0,0.086996244,58,1,0.006096074,4100,3,0,0,0,0
0,0.9999999,46,1,597,NA,1,0,0,0,0
0,0.466823736,42,0,0.068900297,3700,3,0,0,1,0
0,0.04864256,60,0,0.415349887,3100,6,0,1,0,0
0,0.289769946,51,0,0.842370744,5550,25,0,1,0,2
0,0.618248371,39,0,0.086844736,7000,6,0,0,0,2
0,0.988005997,30,0,0.194386259,2386,4,0,0,0,1
0,0.571684711,32,0,0.077475789,3200,5,3,0,0,0
0,0.027491519,57,0,0.335115335,10100,11,0,3,0,3
0,0.15341156,27,0,0.107755662,5827,3,0,0,0,0
0,0.40648491,51,0,0.520321669,4600,13,0,1,0,2
0,0.354432278,44,0,0.239349272,11125,5,0,1,0,0
0,0.062317981,69,0,74,NA,7,0,0,0,0
0,0.012210343,76,0,0.358526216,4233,11,0,2,0,0
0,0.002688829,58,1,0.37607799,8000,9,0,1,0,1
0,2.78E-05,53,0,0.278459441,5867,6,0,1,0,3
0,0.014787117,80,0,15,NA,4,0,0,0,0
0,0.072836323,47,0,0.327822581,2479,9,0,0,0,2
0,0.006642344,45,0,0.000893805,17900,6,0,0,0,0
0,0.547093227,49,1,0.462174941,5075,9,0,1,0,2
0,0.272079755,62,0,0.30934738,11200,15,0,1,0,2
1,0.209494224,25,0,0.326076439,6200,7,0,1,0,0
0,0.531407105,39,0,0.724809261,3800,15,0,1,0,1
1,0,54,0,8,NA,3,0,0,2,0
0,0.057423432,67,0,0.24910036,2500,6,0,0,0,0
0,0.041630642,57,0,0.205279472,10000,11,0,2,0,0
0,0.140618979,68,0,0.497210167,3225,12,0,1,0,0
0,0.292192155,46,2,0.598870056,3716,13,0,1,0,2
0,0.015953601,62,0,0.261338476,14000,9,0,3,0,2
0,0.316377549,52,0,0.352077476,3200,9,0,1,0,0
0,0,67,0,0.362810418,1650,8,0,0,0,0
0,0.243756244,54,0,0.979246733,1300,14,0,0,1,0
0,0.191163014,64,0,0.397982933,11600,16,0,5,0,0
0,0.058016035,50,0,0.101366847,10900,5,0,1,0,1
0,0.380411094,46,0,0.542351093,7000,8,0,1,0,4
0,0.810631229,25,0,0.318068276,1200,5,0,0,0,0
0,0.937710356,42,0,2581,NA,4,0,1,1,1
0,0.774537577,28,0,0.055577769,2500,1,0,0,0,0
0,0.951158191,75,1,2858,NA,21,0,1,0,0
0,0.9999999,37,1,0.153668666,6500,7,3,0,0,1
0,0.229180546,22,0,10,NA,2,0,0,0,0
1,0.317477953,45,2,0.069594035,7241,11,0,0,0,0
0,1.00819918,58,2,1612,NA,5,0,1,0,1
0,0.4029253,35,0,1475,NA,7,0,1,0,6
1,0.9999999,26,0,50,NA,2,0,0,0,0
0,0.092976268,38,0,2554,0,5,0,1,0,1
0,0.9999999,41,0,0.406351073,3400,5,1,1,0,3
0,0.239536381,36,1,0.520197307,7500,11,0,2,0,2
0,0,77,0,0,NA,3,0,0,0,NA
0,0.9999999,31,0,0.351742275,1520,5,0,0,0,2
0,0.450280504,50,0,0.110540203,7200,6,0,0,0,0
0,0,30,0,0.225319639,4770,8,0,0,0,0
0,0.083269167,49,0,0.347732181,12500,9,0,1,0,4
0,0.0239988,39,0,0.138111431,3822,7,0,0,0,0
0,0.019088677,61,0,0.122559756,10500,9,0,1,0,0
0,0.208655492,64,0,0.293658403,7300,8,0,2,0,1
0,0.107912429,31,0,0.089986569,6700,7,0,0,0,0
0,0.046796256,77,0,0.002756608,6166,4,0,0,0,0
0,0.264030988,64,0,0.855487389,4400,7,0,2,0,0
0,0.054163431,58,0,0.416461382,6900,10,0,2,0,1
0,0,48,0,412,NA,3,0,0,0,0
0,0.9999999,26,2,0.100257069,3500,2,0,0,0,0
0,0.32643663,58,0,0.26289841,14400,10,0,3,0,0
0,0.04947108,38,0,598,NA,8,0,0,0,3
0,0.189487744,43,0,313,NA,10,0,0,0,0
0,0.493959862,44,0,0.556185644,6700,13,0,3,0,0
0,0.02939285,62,0,0.250438853,6835,11,0,1,0,0
0,0.119161938,59,0,813,NA,5,0,1,0,2
0,0,81,0,0,NA,5,0,0,0,0
0,0,44,0,0.39865705,8041,6,0,1,0,0
0,0.136343183,74,0,81,NA,1,0,0,0,0
1,0.9999999,47,0,0.022325709,7300,2,1,0,0,1
0,0.183639089,51,0,2373,NA,13,0,1,0,0
0,0.747743006,44,0,0.351754386,9119,5,0,2,0,5
0,0.003723074,59,0,0.112115732,1658,3,0,0,0,0
0,0.014574309,87,0,0.006242197,1601,3,0,0,0,0
0,0.022237736,69,0,0.005114668,6060,2,0,0,0,0
0,0.193302399,62,0,0.278723404,939,12,0,0,0,0
0,0.9999999,32,0,244,NA,2,0,0,0,1
0,0.029749781,89,0,0.020397669,5833,12,0,0,0,0
0,0,39,4,0.339529851,10166,13,0,2,0,1
0,0.000181448,73,0,0.158613795,3000,6,0,0,0,0
0,0.447390932,46,0,0.378468461,12000,9,0,2,0,0
0,0.039878317,29,0,0.026086957,1494,3,0,0,0,0
0,0.384329691,37,1,0.174006189,4200,10,0,0,0,0
0,0,49,0,0.465512685,7567,9,0,3,0,1
0,1.074616922,27,0,0.13064133,2946,3,1,0,1,0
0,0.9999999,57,0,0.015851725,8200,4,0,0,0,0
0,0.281370699,48,0,5800,NA,19,0,3,0,0
1,0.354203523,59,0,0.237746891,4100,7,1,0,0,0
0,0.005278099,56,0,0.286185691,6666,6,0,1,0,0
0,0.03104144,42,0,0.005856306,7000,3,0,0,0,2
0,0.9999999,48,0,0,NA,0,0,0,0,0
1,0.699471504,49,3,0.049985718,3500,4,2,0,0,2
0,0.2069223,53,0,3428,0,7,0,2,0,1
0,0.054274782,66,0,1343,NA,10,0,1,0,NA
0,0.9999999,53,0,0.472260341,5100,5,0,1,1,2
0,0.179056117,65,0,1.572674419,1031,12,0,1,0,0
0,0.9999999,47,0,1924,NA,4,0,2,0,0
0,0.089049265,33,0,0.246293888,3844,8,0,1,0,2
0,0.9999999,42,0,0.038493584,6000,1,0,0,0,0
0,0.822886688,38,1,0.516247292,6000,11,0,1,0,3
0,0.01071352,59,0,4,NA,3,0,0,0,0
0,0.544887106,34,0,0.780870807,1400,8,0,0,0,0
0,0.212832403,39,0,0.175936436,5285,5,0,0,0,2
0,0.916016797,33,1,0.297907795,5400,8,0,1,0,2
0,0.79241517,32,1,0.007762879,1416,1,0,0,0,0
0,0.011590227,65,0,0.281143771,5000,10,0,2,0,2
0,0.977513678,36,0,0.698366252,4100,13,0,2,0,0
1,0.9999999,27,0,0.101299567,3000,3,3,0,0,1
1,0.546382979,30,0,0.829894434,4167,6,0,2,0,2
0,0.134609918,52,0,0.453318745,2741,23,0,1,0,0
0,0.062468537,43,0,0.47082525,6700,8,0,3,0,1
0,0.278413887,53,1,1.26871842,2176,11,0,1,0,1
0,0.147911047,53,0,0.268263416,20833,22,0,3,0,1
0,0.240376763,68,0,0.342531494,5000,10,0,1,0,0
0,0.890125989,46,0,0.252974703,10000,3,0,2,0,3
0,0.132098341,65,0,0.039392122,5000,9,0,0,0,0
0,0.492262577,43,0,0.355824264,12404,13,0,1,0,4
0,0.167715316,36,0,0.101930287,7200,17,1,0,0,1
0,0.001849908,68,1,6,NA,9,1,0,0,0
0,0.157760249,32,0,1.025867137,1700,7,0,1,0,1
0,0.268726952,34,0,0.357919715,5056,5,0,2,0,0
0,0.363527295,60,0,0.434195355,6070,7,0,2,0,0
0,0.751975743,31,0,0.40941217,5800,12,0,1,0,3
0,0.322834196,42,0,0.245435354,27000,9,0,1,0,2
0,0.816749485,61,0,0.211243992,8946,4,0,1,0,1
0,0.105145758,62,0,0.010664297,4500,8,0,0,0,0
0,0.018450389,59,0,0.344296859,4742,17,0,1,0,0
0,0.055944056,22,0,1,0,1,0,0,0,0
0,0.421819025,51,0,0.15275201,3233,7,0,0,0,0
0,0.975819577,24,0,0.36102436,1600,5,0,0,0,0
0,0.074872678,63,0,0.175487465,14000,11,0,1,0,0
0,0.145782779,61,0,1211,NA,8,0,1,0,0
0,0,68,0,0.616339608,2496,6,0,0,0,1
0,0.014187457,48,0,0.316725979,34000,9,0,4,0,2
0,0.064251876,59,0,0.238660338,7583,12,0,1,0,0
0,0.497400347,30,0,0.310979115,5218,8,0,2,0,0
0,0.9999999,26,0,0.129429317,2680,1,0,0,0,0
0,0.330179608,59,0,0.554445554,1000,6,0,0,0,0
0,0.091680994,58,0,0.150707692,16249,11,0,1,0,0
0,0.9999999,51,0,0.015480591,4327,0,4,0,0,3
1,0.9999999,38,0,693,NA,3,8,0,0,0
0,0.002560578,57,0,0.04458357,5270,4,0,0,0,0
0,0.376896585,57,0,1813,NA,4,0,1,0,0
0,0.676460422,41,0,0.25087189,4300,6,0,0,0,0
0,0.019473081,59,0,0.340119978,5500,9,0,1,0,0
1,0.530342645,37,0,0.365735953,2900,6,0,1,0,1
0,0.264470655,65,0,0.546597872,3100,17,0,1,0,0
0,0.181148361,36,2,0.37139228,14170,7,0,2,0,2
0,0.979661402,46,1,0.56095936,1500,4,2,0,0,3
0,0.513238488,50,0,0.288095763,13616,9,0,2,0,1
0,0.308857301,31,0,0.07447646,6350,8,1,0,1,0
0,0.007508181,63,0,0.00259948,5000,16,0,0,0,0
0,0.696340532,63,0,0.443311338,5000,4,0,1,0,0
0,0.020413512,59,0,0.224899075,15357,11,0,2,0,0
0,0.392200181,43,0,0.151169766,3333,3,0,0,0,3
0,0,62,0,0.352984798,8090,9,0,1,0,1
0,0.05864212,51,0,0.528329872,3370,8,0,1,0,0
0,0.936544563,53,1,0.510992056,5412,5,1,2,0,0
0,0,78,0,38,NA,3,0,0,0,0
0,0.413663015,54,1,0.923819373,2900,5,0,1,0,0
0,0.9999999,53,2,0.653068221,5833,8,3,2,1,0
0,0.0066477,33,0,0.063989335,6000,6,0,0,0,3
0,0,52,0,0.155467154,9300,7,0,1,0,2
0,0.003114197,57,0,0.408124882,5316,6,0,2,0,1
0,0.038443034,64,0,0.383156803,13500,12,0,2,0,1
0,0.030564885,56,0,0.450873272,12080,10,0,3,0,1
0,0.051529898,45,0,0.292495116,8700,5,0,1,0,0
0,0.198526716,46,0,1.261477046,500,7,0,0,0,2
0,0.5291814,58,0,0.13167035,3166,9,0,0,0,0
0,0.508427769,27,0,1.398294762,820,7,0,0,0,0
0,0.093793236,63,0,0.168834007,9150,7,0,1,0,0
0,0.20372828,30,1,0.952980378,2700,9,0,1,0,0
0,0.737454168,47,0,0.530142381,3300,6,0,1,0,0
0,0.098162396,61,0,1.324670132,2500,7,0,2,0,0
0,0.01424155,73,0,0.171049137,7529,13,0,0,0,0
0,0.516438611,36,0,0.162408354,4500,7,0,0,0,2
0,0,33,0,0.338707662,8000,7,0,1,0,2
0,0,35,0,1.063587283,3333,13,0,1,0,0
0,0.402725362,49,0,0.360120732,5300,10,0,1,0,0
0,0.18910676,64,0,2097,NA,13,0,2,0,0
0,0.972342552,31,1,0.348381071,3211,8,0,0,0,0
0,1.011329557,29,1,0.306286943,1860,3,1,0,0,0
0,0.208531424,60,1,0.648666163,9258,20,0,4,0,0
0,0.233417059,38,0,0.480723084,6250,11,0,1,0,2
1,0.960418663,80,0,2395,NA,6,0,0,1,0
0,0,80,0,0.826263172,3700,13,0,2,0,0
0,0,81,0,0.172887682,5893,9,0,1,0,1
0,0.620552765,52,1,0.982363316,1700,13,0,1,0,1
0,0.9999999,34,0,513,0,2,0,0,0,0
